5210690324916728|08|2027|551
5210690324963563|08|2027|662
5210690324915621|08|2027|941
5210690324985350|08|2027|947
5210690324918716|08|2027|572
5210690324957888|08|2027|115
5210690324980831|08|2027|428
5210690324924441|08|2027|867
5210690324953614|08|2027|188
5210690324928384|08|2027|761
5210690324946774|08|2027|491
5210690324963852|08|2027|328
5210690324908063|08|2027|510
5210690324908782|08|2027|590
5210690324900334|08|2027|195
5210690324923203|08|2027|759
5210690324916710|08|2027|180
5210690324904328|08|2027|529
5210690324944845|08|2027|584
5210690324934168|08|2027|202
5210690324911166|08|2027|523
5210690324911604|08|2027|227
5210690324937146|08|2027|557
5210690324945255|08|2027|651
5210690324917148|08|2027|488
5210690324982142|08|2027|763
5210690324960601|08|2027|970
5210690324913774|08|2027|893
5210690324907743|08|2027|761
5210690324936403|08|2027|971
5210690324950040|08|2027|873
5210690324987836|08|2027|856
5210690324934804|08|2027|793
5210690324934085|08|2027|527
5210690324925257|08|2027|499
5210690324940280|08|2027|276
5210690324910234|08|2027|249
5210690324970121|08|2027|135
5210690324966723|08|2027|394
5210690324936577|08|2027|424
5210690324951733|08|2027|278
5210690324923104|08|2027|710
5210690324913436|08|2027|198
5210690324912768|08|2027|775
5210690324915837|08|2027|518
5210690324934002|08|2027|773
5210690324954117|08|2027|396
5210690324988545|08|2027|231
5210690324948572|08|2027|549
5210690324907172|08|2027|310
5210690324965436|08|2027|936
5210690324925760|08|2027|391
5210690324967473|08|2027|177
5210690324924631|08|2027|393
5210690324907024|08|2027|338
5210690324982662|08|2027|401
5210690324972135|08|2027|944
5210690324920423|08|2027|197
5210690324984817|08|2027|214
5210690324928228|08|2027|646
5210690324904880|08|2027|704
5210690324934853|08|2027|498
5210690324984775|08|2027|857
5210690324972556|08|2027|982
5210690324942476|08|2027|722
5210690324972440|08|2027|597
5210690324943375|08|2027|823
5210690324941841|08|2027|983
5210690324916181|08|2027|522
5210690324955353|08|2027|236
5210690324983827|08|2027|874
5210690324902322|08|2027|325
5210690324947780|08|2027|996
5210690324985780|08|2027|206
5210690324923070|08|2027|489
5210690324952665|08|2027|382
5210690324987372|08|2027|488
5210690324952657|08|2027|281
5210690324977217|08|2027|953
5210690324905838|08|2027|979
5210690324950560|08|2027|985
5210690324900383|08|2027|567
5210690324972101|08|2027|427
5210690324947103|08|2027|142
5210690324935751|08|2027|284
5210690324914251|08|2027|627
5210690324935272|08|2027|809
5210690324906018|08|2027|389
5210690324981573|08|2027|986
5210690324957185|08|2027|197
5210690324930018|08|2027|346
5210690324950172|08|2027|152
5210690324920688|08|2027|710
5210690324982415|08|2027|718
5210690324966871|08|2027|208
5210690324906166|08|2027|272
5210690324928517|08|2027|171
5210690324982522|08|2027|215
5210690324903031|08|2027|689
5210690324976805|08|2027|820
5210690324917841|08|2027|119
5210690324924227|08|2027|152
5210690324962201|08|2027|752
5210690324981474|08|2027|490
5210690324904120|08|2027|981
5210690324978488|08|2027|352
5210690324946170|08|2027|388
5210690324901886|08|2027|453
5210690324964181|08|2027|831
5210690324981383|08|2027|868
5210690324912230|08|2027|220
5210690324905887|08|2027|290
5210690324905382|08|2027|758
5210690324961757|08|2027|239
5210690324902587|08|2027|811
5210690324933624|08|2027|718
5210690324935652|08|2027|729
5210690324967630|08|2027|565
5210690324920068|08|2027|936
5210690324935116|08|2027|463
5210690324932808|08|2027|814
5210690324922288|08|2027|534
5210690324976656|08|2027|443
5210690324946535|08|2027|314
5210690324978637|08|2027|890
5210690324932543|08|2027|563
5210690324937104|08|2027|485
5210690324953275|08|2027|570
5210690324931115|08|2027|607
5210690324935413|08|2027|645
5210690324980823|08|2027|117
5210690324948150|08|2027|192
5210690324918062|08|2027|396
5210690324917510|08|2027|514
5210690324901431|08|2027|403
5210690324907750|08|2027|150
5210690324968216|08|2027|755
5210690324923435|08|2027|768
5210690324945016|08|2027|328
5210690324934556|08|2027|925
5210690324956666|08|2027|625
5210690324943516|08|2027|689
5210690324930208|08|2027|961
5210690324962144|08|2027|286
5210690324973117|08|2027|346
5210690324984015|08|2027|529
5210690324947764|08|2027|455
5210690324912073|08|2027|246
5210690324922288|08|2027|185
5210690324931263|08|2027|963
5210690324980567|08|2027|981
5210690324926032|08|2027|631
5210690324905705|08|2027|140
5210690324986416|08|2027|729
5210690324921587|08|2027|630
5210690324931750|08|2027|983
5210690324941288|08|2027|867
5210690324962318|08|2027|238
5210690324988628|08|2027|593
5210690324923302|08|2027|538
5210690324904708|08|2027|448
5210690324926545|08|2027|798
5210690324975070|08|2027|679
5210690324936718|08|2027|715
5210690324954257|08|2027|991
5210690324933426|08|2027|918
5210690324945545|08|2027|818
5210690324925778|08|2027|259
5210690324927808|08|2027|247
5210690324963746|08|2027|904
5210690324920274|08|2027|426
5210690324977456|08|2027|558
5210690324917510|08|2027|539
5210690324913808|08|2027|474
5210690324922486|08|2027|640
5210690324914103|08|2027|134
5210690324932501|08|2027|765
5210690324931552|08|2027|645
5210690324924227|08|2027|474
5210690324933210|08|2027|649
5210690324904377|08|2027|790
5210690324962417|08|2027|978
5210690324903163|08|2027|359
5210690324966855|08|2027|413
5210690324912602|08|2027|359
5210690324906570|08|2027|560
5210690324941015|08|2027|919
5210690324976243|08|2027|371
5210690324987406|08|2027|202
5210690324905663|08|2027|453
5210690324976557|08|2027|201
5210690324948051|08|2027|580
5210690324988610|08|2027|560
5210690324961815|08|2027|343
5210690324931305|08|2027|439
5210690324920027|08|2027|577
5210690324977761|08|2027|785
5210690324970287|08|2027|986
5210690324902686|08|2027|258
5210690324950156|08|2027|936
